Main Image Size (Width x Height in Pixels):,2767,x,2475
Mosaic Size (Width x Height in Pixels):,6381,x,5708
Tiles with a image:,460
Tiles without a image:,0
Unique number of images used as tiles:,80
Average Tile Quality:,83.13%,Score:,3877744
Best Tile Quality:,100.00%,Score:,228659
Worst Tile Quality:,0.00%,Score:,21853823
How much can I modify every tile:,47%
Minimum distance between duplicate tiles:,1
Minimum distance between sequences:,0
Algorithm:,High Quality
Pattern:,Square
Adapt Tile/Mosaic size:,Adapt Tile
Multiple Tile Size 1/2:,0%
Multiple Tile Size 1/4:,0%
Tile Area Priority:,CENTER_WIDE
Tile Size Priority:,AUTO
Tile Split:,AUTO
MaskFile:,
Pixels x Inch PPI:500.000000

Left,Top,Width,Height,Size KPixels,Image,ImageID/Sequence,Tile Quality,Tile Priority,Score,Used Count,Tile#,Image#
6105,5432,276,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil rights leaders standing on the balcony of Memphis' Lorraine Motel point in the direction of the assailant after the fatal bullet struck Martin Luther King Jr. April 4, 1968..jpeg",0,23.20%,60%,16836041,6,460,48

Image#,Image,Used Count
1,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866..jpg",6
2,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Dr. Charles Atkins and family look at the Sante Fe Depot sign requiring racial segregation in Oklahoma City, Oklahoma, 1955..jpg",6
3,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Elizabeth Eckford - One of the Little Rock Nine. September 6, 1957..jpg",6
4,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the devastation of the New Orleans Massacre of 1866..jpg",6
5,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\George Washington Carver - Influential African American Botanist..jpg",6
6,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the forced migration of Native Americans in the 19th century..jpg",6
7,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the Trail of Tears starting in 1831..jpg",6
8,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting 1906 Atlanta Race Massacre..jpg",6
9,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Jackie Robinson - First African American Major League Baseball Player in 1947..jpg",6
10,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Japanese Americans incarcerated in crowded conditions at Santa Anita. Circa 1942..jpg",6
11,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Memphis Race Riots of 1866..jpg",6
12,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Hiram Rhodes Revels - First African American member fo the United States Senate in 1870..jpg",6
13,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Nat Turner in 1831..jpg",6
14,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\In late July 1964, police beat a man during the Harlem riots sparked by the questionable shooting of a 15-year-old African-American boy by a police officer..jpg",6
15,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866 and the aftermath..jpeg",6
16,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Lincoln Library Race Riots in 1908..jpg",2
17,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting African Americans being attacked during the Memphis Race Riots of 1866..jpg",6
18,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Forming of the NAACP in the early 20th century..jpg",6
19,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Cincinnati Race Riots of 1836..jpg",6
20,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Firemen turn their hose on a group of African-Americans during an anti-segregation demonstration in Birmingham, Alabama on May 3, 1963..jpg",6
21,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Camilla Massacre of 1868..jpg",6
22,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a rioter during the third night of race riots in Paterson, New Jersey. August 14, 1964..jpg",6
23,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Martin Luther King Jr. speaks at a rally for the Chicago Freedom Movement at Soldier Field in Chicago, Illinois on July 10, 1966..jpg",6
24,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On March 29, 1968 in Memphis, U.S. National Guard troops faced off with Civil Rights marchers..jpg",6
25,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Mvskokvlke 'Temeckv Nene (Mvskoke Trail of Tears) by Johnnie Diacon..jpg",6
26,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Madam C.J. Walker - Self-made millionaire after inventing a line of African-American hair care products..jpg",6
27,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Memphis sanitation workers on strike in 1968..jpg",6
28,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\NAACP protest against housing segregation in the Detroit suburb of Warren (1963)..jpg",6
29,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police carry a young woman into a patrol wagon during a civil rights demonstration in Brooklyn, New York. 1963..jpg",6
30,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Members of New York's Harlem community run from steel-helmeted police swinging nightsticks in an effort to break up a street gathering on July 19, 1964..jpg",6
31,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police K-9 units being deployed to manage crowds of protesters during the Birmingham Campaign of the civil rights movement in May 1963..jpg",6
32,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a man during the Watts riots in Los Angeles. August 1965..jpg",6
33,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police toss a demonstrator into a mass of protesters that had been rallying at the U.S. Consulate in support of civil rights activists in Alabama on March 16, 1966..jpg",6
34,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On April 3, 1968 in Memphis, Martin Luther King Jr. delivers his final speech a day before he was assassinated..jpg",6
35,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\March on Washington. August 28, 1963..jpg",6
36,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On May 29, 1968, Washington D.C. police tussle with a demonstrator of the Poor Peoples Campaign for civil rights and poverty relief during a protest at The Supreme Court..jpg",6
37,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police drag away a civil rights protester at the Republican National Convention in Miami in August 1968..jpg",2
38,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police officers walk with a police dog that bears its teeth and barks at African-American demonstrators during protests to end racial segregation. Cambridge, Maryland. July 1, 1963..jpg",6
39,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Marchers approach the West Side Highway after a Grand Jury decided not to indict the police officer who placed Eric Garner in a chokehold, Dec. 4, 2014, in New York..jpg",6
40,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A woman who stayed at a riot scene in Dixmoor, IL, August 17, 1964, is carried to a police van..jpg",6
41,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Activists hold placards as they march from the U.S. Embassy in Pretoria, South Africa, during a protest against the death of George Floyd, June 6, 2020..jpg",6
42,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A policeman twists a man's neck in a choke hold during a civil rights demonstration. Location unspecified. Circa 1962..jpg",6
43,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A Nashville policeman grabs a demonstrator and tells him to move from in front of a patrol wagon during a protest on April 27, 1964..jpg",3
44,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mother and a daughter sold at auction in Southern US in the 1860s..jpg",6
45,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A young black man drinking from a segregated drinking fountain in the mid 20th century..jpg",6
46,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Anti Civil War draft rioters at Lexington Avenue in New York, 1863..jpg",6
47,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Barack Obama - First African American President of the United States in 2008..jpg",6
48,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil rights leaders standing on the balcony of Memphis' Lorraine Motel point in the direction of the assailant after the fatal bullet struck Martin Luther King Jr. April 4, 1968..jpeg",6
49,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil Rights March on Washington, D.C. (Leaders marchig from the Washington Monument to the Lincoln Memorial) 1963..jpg",6
50,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators carrying photographs of Lieutenant Thomas Gilligan march on 125th Street near Seventh Ave. during the Harlem Riots of 1964..jpg",6
51,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators hold signs and join hands during the March on Washington on August 28, 1963..jpg",6
52,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An Image depicting New York's chaotic nature in 1827..jpg",6
53,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators rally in support of jailed civil rights leader Wally Nelson. Location unspecified. Circa 1965..jpg",6
54,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An African American drinking from a “Colored Only” drinking fountain. Circa 1900s..jpg",6
55,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An officer threatening to use force at a Harlem riot in 1964..jpeg",6
56,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A South African police officer charges after a United Democratic Front demonstrator with a sjambok whip during a demonstration in Johannesburg, circa 1985..jpg",6
57,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mob beats Freedom Riders who've arrived at the bus station in Birmingham, Alabama. May 1961..jpg",6
58,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Alabama state troopers swing nightsticks to break up a civil rights voting march in Selma, Alabama, March 7, 1965..jpg",1
59,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A civil rights marcher suffering from exposure to tear gas holds an unconscious Amelia Boynton Robinson after police officers attacked marchers in Selma, Alabama, 1965..jpg",6
60,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Trail of Tears 1839. Painting by Max Standley..jpg",6
61,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Protesters march outside of the courthouse during the trial of New York City Police Officer Thomas Shea, who shot Clifford Glover, 10, and was acquitted in New York, June 12, 1974..jpg",6
62,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\President Lyndon B. Johnson shakes hands with civil rights leader Martin Luther King Jr. after signing the Civil Rights Act of 1964..jpg",6
63,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks sitting on a bus. Circa 20th century..jpg",6
64,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Shirley Chisholm - First African American woman elected to the House of Representatives in 1968..jpg",6
65,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\This scene occurred at Fulton St. and Nostrand Ave., in Brooklyn's Bedford-Stuyvesant section. July 21, 1964..jpg",6
66,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two terrified African-American girls flee police officers during a race riot in the Bedford-Stuyvesant neighborhood of Brooklyn on July 21, 1964..jpg",6
67,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Protesters take part in the civil disobedience campaign, in June 1952, in Johannesburg, by occupying places for white people..jpg",6
68,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\The George Floyd mural at 38th in Chicago in summer 2020..jpg",6
69,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Several African-Americans confront National Guardsmen during the Newark, New Jersey riots in response to police brutality on July 14, 1967..jpg",6
70,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young girls join hands while riding the bus together during the initial phases of the integration of the school system in Boston, Massachusetts. September 15, 1975..jpg",6
71,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Slavery in pre-colonial America..jpg",6
72,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young protesters try to avoid the blast of a fire hose during a civil rights protest in Birmingham, Alabama on May 7, 1963..jpg",6
73,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks has her fingerprints taken after being arrested for boycotting public transportation in Montgomery, Alabama. February 1956..jpg",6
74,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Vigilantes burn record press building in Wilmington Race Riot. 1898..jpg",6
75,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Young African American boy being chased during a race riot..jpg",2
76,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Scene from the New York City Race Riot of 1900..jpg",6
77,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Three demonstrators join hands to build strength against the force of water sprayed by riot police in Birmingham, Alabama, during a protest of segregation practices. May 4, 1963..jpg",6
78,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A police dog attacks an African-American protester during an anti-segregation demonstration in Birmingham, Alabama on May 4, 1963..jpg",6
79,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A man protesting Asian-American violence.jpg",6
80,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\African American man drinking from a segregated water fountain in the American South. Circa mid 20th century..jpg",6
